"Ona go zabiła, ale czym nie wiemy.","Ona go zabiła, ale czym ___ nie wiemy."
"On ma urodziny w czerwcu, a ona w październiku.","On ma urodziny w czerwcu, a ona ___ w październiku."
Czy dużo?,Czy dużo ___?
"Do pizzy zawsze dodaję cebulę, a moja dziewczyna paprykę.","Do pizzy zawsze dodaję cebulę, a moja dziewczyna ___ paprykę."
"My chcemy pojść na wycieczkę do muzeum, a wy do teatru.","My chcemy pojść na wycieczkę do muzeum, a wy ___ do teatru."
Dlaczego?,Dlaczego ___?
"Tam spróbowałem pierwszy raz boczek, i ty też.","Tam spróbowałem pierwszy raz boczek, i ty ___ też."
"Chciałem herbatę z Chiny, nie z Indii.","Chciałem herbatę z Chiny, nie ___ z Indii."
"Bardzo chcemy podróźować po Ukrainie, ale teraz nie możemy.","Bardzo chcemy podróźować po Ukrainie, ale teraz nie możemy ___."
"Co rok czytam ""Wadcę Pierścieni"", a moja dziewczyna ""Hobbita"".","Co rok czytam ""Wadcę Pierścieni"", a moja dziewczyna ___ ""Hobbita""."
"Przyszliśmy tu, bo chcieliśmy.","Przyszliśmy tu, bo chcieliśmy ___."
"Ona mnie nie lubi, i ja jej.","Ona mnie nie lubi, i ja jej ___."
Nienawidzę Marka i ty też.,Nienawidzę Marka i ty też ___.
"Tam spróbowałam pierwszy raz boczek, i też zrazy.","Tam spróbowałam pierwszy raz boczek, i też ___ zrazy."
"Jutro przyniosę lód, a ty piwo.","Jutro przyniosę lód, a ty ___ piwo."
"Jako dziecko grałem w baseball, a mój przyjaciel w koszykówkę.","Jako dziecko grałem w baseball, a mój przyjaciel ___ w koszykówkę."
"Lidia przeprowadzi się do Krakowa, a jej brat do Warszawy.","Lidia przeprowadzi się do Krakowa, a jej brat ___ do Warszawy."
Jan uśmiecha się i Paweł wie dlaczego.,Jan uśmiecha się i Paweł wie dlaczego ___.
"On napisał muzykę do piosenki, a ona tekst.","On napisał muzykę do piosenki, a ona ___ tekst ___."
"One zapytały mnie, czy chcę pojechać nad jezioro, ale nie miałem czasu.","One zapytały mnie, czy chcę pojechać nad jezioro, ale nie miałem czasu ___."
"Nieznajomy dał mi prezent, ale nie wiem, dlaczego.","Nieznajomy dał mi prezent, ale nie wiem, dlaczego ___."
"Ona wie więcej o swoim kraju, niż on.","Ona wie więcej o swoim kraju, niż on ___."
"On dobrze rozumie matemetykę, i biologię też.","On dobrze rozumie matemetykę, i ___ biologię też."
"Codziennie rano ojciec je płatki śniadanowe, ale wieczorem stek.","Codziennie rano ojciec je płatki śniadanowe, ale ___ wieczorem ___ stek."
"Chcę pojechać za granicę, ale nie wiem, gdzie.","Chcę pojechać za granicę, ale nie wiem, gdzie ___."
"Przypadkowo zabrałem kubek, a siostra talerz.","Przypadkowo zabrałem kubek, a siostra ___ talerz."
"Często przychodzą do niej sąsiedzi, a czasem krewni.","Często przychodzą do niej sąsiedzi, a czasem ___ krewni."
"Oni się śmieją, ale nie wiemy z kogo.","Oni się śmieją, ale nie wiemy z kogo ___."
"Paweł gra na szkrzypcach, Jan na wiolonczeli, i Piotr na pianinie.","Paweł gra na szkrzypcach, Jan ___ na wiolonczeli, i Piotr ___ na pianinie."
"Moja matka w zoo zawsze chce patrzyć na wydry, a ojciec na pingwiny.","Moja matka w zoo zawsze chce patrzyć na wydry, a ojciec ___ na pingwiny."
"Maksymowi smakuje czekolada, a Ewie słodzycze.","Maksymowi smakuje czekolada, a Ewie ___ słodzycze."
"Dziś pójdziemy do baru, ale jeszcze mi nie powiedzieli, kiedy.","Dziś pójdziemy do baru, ale jeszcze mi nie powiedzieli, kiedy ___."
"Tam spróbowałem pierwszy raz boczek, i też zrazy.","Tam spróbowałem pierwszy raz boczek, i też ___ zrazy."
"Tam spróbowałem pierwszy raz boczek, i ty też.","Tam spróbowałem pierwszy raz boczek, i ty ___ też."
"Ojciec nie je białej cebuli, tylko czerwoną.","Ojciec nie je białej cebuli, ___ tylko czerwoną ___."
"Tam spróbowałem pierwszy raz boczek, a ty zrazy.","Tam spróbowałem pierwszy raz boczek, a ty ___ zrazy."
"Ona umarła w 1975, a jej mąż rok później w 1976.","Ona umarła w 1975, a jej mąż ___ rok później w 1976."
"Nie umiem gotować tak dobrze, jak ty.","Nie umiem gotować tak dobrze, jak ty ___."
"Ja przyprawię zupę papryką, a ty pieprzem.","Ja przyprawię zupę papryką, a ty ___ pieprzem."
"Koszula jest dla mnie trochę za duża, a spodnie za małe.","Koszula jest dla mnie trochę za duża, a spodnie ___ za małe."
"W dzieciństwie jadłam dużo lodów, ale teraz jako dorosła mało.","W dzieciństwie jadłam dużo lodów, ale teraz jako dorosła ___ mało ___."
