"On wątpi, że kiedyś wygra w lotto, ale mimo tego ma nadzieję.","On wątpi, że kiedyś wygra w lotto, ale mimo tego ma nadzieję że kiedyś wygra w lotto."
"Chcę pojechać za granicę, ale nie wiem, gdzie.","Chcę pojechać za granicę, ale nie wiem, gdzie chcę pojechać."
"Ona mnie nie lubi, i ja jej.","Ona mnie nie lubi, i ja jej nie lubię."
Moi rodzice mieszkają w Łodzi i siostra też.,Moi rodzice mieszkają w Łodzi i siostra też mieszka w Łodzi.
"Wczoraj coś mi się śniło, ale nie pamiętam co.","Wczoraj coś mi się śniło, ale nie pamiętam co mi się sniło."
"Przyprawię zupę najpierw papryką, i potem pieprzem.","Przyprawię zupę najpierw papryką, i potem przyprawię zupę pieprzem."
"Jerzy mieszka w Łodzi, a Mateusz w Warszawie.","Jerzy mieszka w Łodzi, a Mateusz mieszka w Warszawie."
"Ja mam sprzątnąć pokój dziś, a ty _ jutro.","Ja mam sprzątnąć pokój dziś, a ty masz sprzątnąć pokój jutro."
"Jan pisze wiersze, a Bartek powieści.","Jan pisze wiersze, a Bartek pisze powieści."
Maria lubi dzwonić do Iwana a nie do Piotra.,Maria lubi dzwonić do Iwana a nie ___ do Piotra.
"Ojciec zawsze narzeka, a ja nigdy nie.","Ojciec zawsze narzeka, a ja nigdy nie narzekam."
"Moja matka chce nowy komputer, ale jeszcze nie wie, jakiej marki.","Moja matka chce nowy komputer, ale moja matka jeszcze nie wie, jakiej marki komputer ona chce."
"Nie chciałem, ale wczoraj poszliśmy do kina.","Nie chciałem pójść do kina, ale wczoraj poszliśmy do kina."
A Nina na pianinie.,A Nina gra na pianinie.
"A więc: ty idziesz do kierowca, a ja na koniec autobusa.","A więc: ty idziesz do kierowca, a ja idę na koniec autobusa."
"On mówi z obcym akcentem, ale nie wiemy dlaczego.","On mówi z obcym akcentem, ale nie wiemy dlaczego on mówi z obcym akcentem."
"Piotr wyleciał ze studiów, ale nie wiemy dokładnie dlaczego.","Piotr wyleciał ze studiów, ale nie wiemy dokładnie dlaczego on wyleciał ze studiów."
"Ona wie więcej o swoim kraju, niż on.","Ona wie więcej o swoim kraju, niż on wie o jej kraju."
"Moja matka chce nowego komputera, ale jeszcze nie wie, jakiej marki.","Moja matka chce nowego komputera, ale moja matka jeszcze nie wie, jakiej marki komputera ona chce."
"Co rok czytam ""Wadcę Pierścieni"", a moja dziewczyna ""Hobbita"".","Co rok czytam ""Wadcę Pierścieni"", a moja dziewczyna co rok czyta ""Hobbita""."
"Moja matka w zoo zawsze chce patrzyć na wydry, a ojciec na pingwiny.","Moja matka w zoo zawsze chce patrzyć na wydry, a ojciec w zoo zawsze chce patrzyć na pingwiny."
"Nieznajomy dał mi prezent, ale nie wiem, dlaczego.","Nieznajomy dał mi prezent, ale nie wiem, dlaczego nieznajomy dał mi prezent."
"Kobiety wydają mi się ładne, mężczyźni uprzejmi, a dzieci grzeczne.","Kobiety wydają mi się ładne, mężczyźni wydają mi się uprzejmi, a dzieci wydają mi się grzeczne."
"Żukow prowadził swoją armię do Berlina z północy, a Koniew z południa.","Żukow prowadził swoją armię do Berlina z północy, a Koniew prowadził swoją armię do Berlina z południa."
"W zeszłym roku hodowaliśmy tylko ziemniaki, ale w tym roku i ziemniaki i ogórki.","W zeszłym roku hodowaliśmy tylko ziemniaki, ale w tym roku hodujemy i ziemniaki i ogórki."
A nie do Piotra?,A nie lubi dzwonić do Piotra?
"Tam spróbowałam pierwszy raz boczek, i też zrazy.","Tam spróbowałam pierwszy raz boczek, i też tam spróbowałam pierwszy raz zrazy."
"Paweł gra na szkrzypcach, Jan na wiolonczeli, i Piotr na pianinie.","Paweł gra na szkrzypcach, Jan gra na wiolonczeli, i Piotr gra na pianinie."
"Mój brat myśli, że lepiej polować z łukiem, niż z karabinem.","Mój brat myśli, że lepiej polować z łukiem, niż polować z karabinem."
"Nie umiem tańczyć tanga, ale chciałabym.","Nie umiem tańczyć tanga, ale chciałabym umieć tańczyć tanga."
"Teraz oni mówią po ukrainsku, nie po rosyjsku.","Teraz oni mówią po ukrainsku, oni nie mówią po rosyjsku."
"Jutro przyniosę lód, a ty piwo.","Jutro przyniosę lód, a ty przynieszesz piwo."
"On ma urodziny w czerwcu, i ona też.","On ma urodziny w czerwcu, i ona też ma urodziny w czerwcu."
"Dobrzy studenci zawsze robią pracę domową, ale źli studenci nigdy nie.","Dobrzy studenci zawsze robią pracę domową, ale źli studenci nigdy nie robią pracy domowej."
"Moja matka pracuje nie tylko przed południem, ale też po południu.","Moja matka pracuje nie tylko przed południem, ale też pracuje po południu."
"Maksymowi smakuje herbata, a Ewie kawa.","Maksymowi smakuje herbata, a Ewie smakuje kawa."
"Zadałem mu trzy pytania, i ty też.","Zadałem mu trzy pytania, i ty też zadałeś mu trzy pytania."
"My przyjechaliśmy ze swoimi kotami, a oni ze swoimi psami.","My przyjechaliśmy ze swoimi kotami, a oni przyjechali ze swoimi psami."
"Umiem sterować łódzią, ale nie samolotem.","Umiem sterować łódzią, ale nie umiem sterować samolotem."
"Oni się śmieją, ale nie wiemy z kogo.","Oni się śmieją, ale nie wiemy z kogo oni się śmieją."
"Często przychodzą do niej sąsiedzi, a czasem krewni.","Często przychodzą do niej sąsiedzi, a czasem przychodzą do niej krewni."
"Grzegorz gotuje makarony, a Weronika pesto.","Grzegorz gotuje makarony, a Weronika gotuje pesto."
"One zapytały mnie, czy chcę pojechać nad jezioro, ale nie miałem czasu.","One zapytały mnie, czy chcę pojechać nad jezioro, ale nie miałem czasu pojechać nad jezioro."
"Jego zabili, ale nie wiem dlaczego.","Jego zabili, ale nie wiem dlaczego go zabili."
"Bardzo chcemy podróźować po Ukrainie, ale teraz nie możemy.","Bardzo chcemy podróźować po Ukrainie, ale teraz nie możemy podróźować po Ukrainie."
"W poniedziałek czytaliśmy pierwszą część noweli, i we wtorek drugą.","W poniedziałek czytaliśmy pierwszą część noweli, i we wtorek czytaliśmy drugą część noweli."
"My uczymy się języków, a nasi przyjaciele biznesu.","My uczymy się języków, a nasi przyjaciele uczą się biznesu."
"Teraz w Ukrainie walczą z wrogami, a w Ameryce między sobą.","Teraz w Ukrainie walczą z wrogami, a w Ameryce walczą między sobą."
"On napisał muzykę do piosenki, a ona tekst.","On napisał muzykę do piosenki, a ona napisała tekst do piosenki."
"On zawsze zamawia zimne dania, a ona gorące.","On zawsze zamawia zimne dania, a ona zawsze zamawia gorące dania."
"Codziennie rano ojciec je płatki śniadanowe, ale wieczorem stek.","Codziennie rano ojciec je płatki śniadanowe, ale codziennie wieczorem ojciec je stek."
"Wolę słuchać jego starych piosenek, niż nowych.","Wolę słuchać jego starych piosenek, niż słuchać jego nowych piosenek."
"Nie umiem tańczyć tanga, ale chciałabym.","Nie umiem tańczyć tanga, ale chciałabym tańczyć tanga."
"Ja lubię piwo, a ty wino.","Ja lubię piwo, a ty lubisz wino."
"W dzieciństwie jadłam dużo lodów, ale teraz jako dorosła mało.","W dzieciństwie jadłam dużo lodów, ale teraz jako dorosła jem mało lodów."
"Tam spróbowałem pierwszy raz boczek, i ty też.","Tam spróbowałem pierwszy raz boczek, i ty tam spróbowałeś pierwszy raz boczek też."
"Koszula jest dla mnie trochę za duża, a spodnie za małe.","Koszula jest dla mnie trochę za duża, a spodnie są dla mnie trochę za małe."
"Ja planuję kupić samochód, a ty sprzedać.","Ja planuję kupić samochód, a ty planujesz sprzedać samochód."
"W dzieciństwie jadłem dużo lodów, ale teraz jako dorosły mało.","W dzieciństwie jadłem dużo lodów, ale teraz jako dorosły jem mało lodów."
"Ojciec nie je białej cebuli, tylko czerwoną.","Ojciec nie je białej cebuli, ojciec je tylko czerwoną cebulę."
"Tam spróbowałem pierwszy raz boczek, i też zrazy.","Tam spróbowałem pierwszy raz boczek, i też tam spróbowałem pierwszy raz zrazy."
"Mówię po polsku, ale źle.","Mówię po polsku, ale źle mówię."
"Nie wiemy dokładnie dlaczego, ale wiemy, że Piotr wyleciał ze studiów.","Nie wiemy dokładnie dlaczego Piotr wyleciał ze studiów, ale wiemy, że Piotr wyleciał ze studiów."
"W zoo lubię patrzyć na słonie, i siostra też.","W zoo lubię patrzyć na słonie, i w zoo siostra też lubi patrzyć na słonie."
"Zadałem mu trzy pytania, i ty też.","Zadałem mu trzy pytania, i ty też zadałaś mu trzy pytania."
"Nie gotuję tak dobrze, jak ty.","Nie gotuję tak dobrze, jak ty gotujesz."
"Ona go zabiła, ale czym nie wiemy.","Ona go zabiła, ale czym go zabiła, nie wiemy."
"Chociaż chcieliśmy złamać prawo, nie odważyliśmy się.","Chociaż chcieliśmy złamać prawo, nie odważyliśmy się złamać prawa."
"Ja częściej piję whiskey, niż on wódkę.","Ja częściej piję whiskey, niż on pije wódkę."
"Chciałem piękniejszą czapkę, nie taką.","Chciałem piękniejszą czapkę, nie chciałem taką czapkę."
"Oficerowie noszą czapki garnizonowe, a żołnierze piechoty proste furażerki.","Oficerowie noszą czapki garnizonowe, a żołnierze piechoty noszą proste furażerki."
