"Nie wiemy dokładnie dlaczego, ale wiemy, że Piotr wyleciał ze studiów.","Nie wiemy dokładnie dlaczego Piotr wyleciał ze studiów, ale wiemy, że Piotr wyleciał ze studiów."
"Bardzo chcemy podróźować po Ukrainie, ale teraz nie możemy.","Bardzo chcemy podróźować po Ukrainie, ale teraz nie możemy podróźować po Ukrainie."
"Mnie się podoba ta piosenka, ale nie wiem, dlaczego.","Mnie się podoba ta piosenka, ale nie wiem, dlaczego mi się podoba ta piosenka."
"Dobrze rozumiem matematykę, ale nie biologię.","Dobrze rozumiem matematykę, ale nie dobrze rozumiem biologię."
"Wczoraj coś mi się śniło, ale nie pamiętam co.","Wczoraj coś mi się śniło, ale nie pamiętam co mi się sniło."
"Ojciec nie je białej cebuli, tylko czerwoną.","Ojciec nie je białej cebuli, ojciec je tylko czerwoną cebulę."
Więc jakie!?,Więc jakie chcesz!?
"Przypadkowo zabrałem kubek, a siostra talerz.","Przypadkowo zabrałem kubek, a siostra przypadkowo zabrała talerz."
"On mówi z obcym akcentem, ale nie wiemy dlaczego.","On mówi z obcym akcentem, ale nie wiemy dlaczego on mówi z obcym akcentem."
"Moi przyjaciele pojadą dotąd samolotem, a ja samochodem.","Moi przyjaciele pojadą dotąd samolotem, a ja pojadę samochodem."
Jan uśmiecha się i Paweł wie dlaczego.,Jan uśmiecha się i Paweł wie dlaczego Jan uśmiecha się.
"Ja mogę widzieć bez okularów, ale moja żona nie może.","Ja mogę widzieć bez okularów, ale moja żona nie może widzieć bez okularów."
"Lepiej stracić cały dzień, niż cały tydzień.","Lepiej stracić cały dzień, niż stracić cały tydzień."
"My pojedziemy do parku samochodem, a one rowerem.","My pojedziemy do parku samochodem, a one pojadą do parku rowerem."
"Zadałem mu trzy pytania, i tobie też.","Zadałem mu trzy pytania, i zadałem tobie trzy pytania też."
"Przyjaciółka zawsze poleca mi nową muzykę, ale jeszcze słucham starej.","Przyjaciółka zawsze poleca mi nową muzykę, ale jeszcze słucham starej muzyki."
"Kobiety wydają mi się ładne, mężczyźni uprzejmi, a dzieci grzeczne.","Kobiety wydają mi się ładne, mężczyźni wydają mi się uprzejmi, a dzieci wydają mi się grzeczne."
Ja kocham ją i ona mnie.,Ja kocham ją i ona kocha mnie.
"Na Boże Narodzenie moja siostra gotuje pierogi z ziemniakami, a ja ze śliwką.","Na Boże Narodzenie moja siostra gotuje pierogi z ziemniakami, a na Boże Narodzenie ja gotuję pierogi ze śliwką."
"Wolę jeść zrazy z wołowiną, a ty z wieprzowiną.","Wolę jeść zrazy z wołowiną, a ty wolisz jeść zrazy z wieprzowiną."
"Marian często spotyka się z nowymy osobami, a Ewa rzadko.","Marian często spotyka się z nowymy osobami, a Ewa spotyka się z nowymy osobami rzadko."
"Oni się śmieją, ale nie wiemy z kogo.","Oni się śmieją, ale nie wiemy z kogo oni się śmieją."
"Przyprawię zupę najpierw papryką, i potem pieprzem.","Przyprawię zupę najpierw papryką, i potem przyprawię zupę pieprzem."
"W zoo lubię patrzyć na słonie, i siostra też.","W zoo lubię patrzyć na słonie, i w zoo siostra też lubi patrzyć na słonie."
"Tam spróbowałem pierwszy raz boczek, i też zrazy.","Tam spróbowałem pierwszy raz boczek, i też tam spróbowałem pierwszy raz zrazy."
"Ja mam sprzątnąć pokój dziś, a ty _ jutro.","Ja mam sprzątnąć pokój dziś, a ty masz sprzątnąć pokój jutro."
"Nie umiem gotować tak dobrze, jak ty.","Nie umiem gotować tak dobrze, jak ty umiesz gotować."
"Coś kupili na rynku, ale jeszcze nam nie powiedzieli co.","Coś kupili na rynku, ale jeszcze nam nie powiedzieli co kupili na rynku."
"On dobrze rozumie matemetykę, i biologię też.","On dobrze rozumie matemetykę, i on dobrze rozumie biologię też."
"W dzieciństwie jadłam dużo lodów, ale teraz jako dorosła mało.","W dzieciństwie jadłam dużo lodów, ale teraz jako dorosła jem mało lodów."
"Moja matka pracuje nie tylko przed południem, ale też po południu.","Moja matka pracuje nie tylko przed południem, ale też pracuje po południu."
"Maksymowi smakuje czekolada, a Ewie słodzycze.","Maksymowi smakuje czekolada, a Ewie smakują słodzycze."
"Elżbieta i Helena czytają gazetę, a Borys książkę.","Elżbieta i Helena czytają gazetę, a Borys czyta książkę."
"Oni mogą biegać szybciej, niż ja.","Oni mogą biegać szybciej, niż ja mogę biegać."
"Nie umiem tańczyć tanga, ale chciałabym.","Nie umiem tańczyć tanga, ale chciałabym umieć tańczyć tanga."
"On naprawił mój samochód, ale nie rozuiem jak.","On naprawił mój samochód, ale nie rozuiem jak on naprawił mój samochód."
"Tam spróbowałem pierwszy raz boczek, i ty też.","Tam spróbowałem pierwszy raz boczek, i ty tam spróbowałaś pierwszy raz boczek też."
"Teraz w Ukrainie walczą z wrogami, a w Ameryce między sobą.","Teraz w Ukrainie walczą z wrogami, a w Ameryce walczą między sobą."
"Granica Finlandii z Rosją jest długa, __ z Norwegią _ krótka, a __ ze Szwecją _ średniej długości.","Granica Finlandii z Rosją jest długa, granica Finlandii z Norwegią jest krótka, a granica Finlandii ze Szwecją jest średniej długości."
"Zadałem mu trzy pytania, i ty też.","Zadałem mu trzy pytania, i ty też zadałaś mu trzy pytania."
"Mówię po polsku, ale źle.","Mówię po polsku, ale źle mówię."
"Często przychodzą do niej sąsiedzi, a czasem krewni.","Często przychodzą do niej sąsiedzi, a czasem przychodzą do niej krewni."
"Kocięta bawią się małymi zabawkami, a psięta dużymi.","Kocięta bawią się małymi zabawkami, a psięta bawią się dużymi zabawkami."
"Nieznajomy dał mi prezent, ale nie wiem, dlaczego.","Nieznajomy dał mi prezent, ale nie wiem, dlaczego nieznajomy dał mi prezent."
"Nie gotuję tak dobrze, jak ty.","Nie gotuję tak dobrze, jak ty gotujesz."
"Chciałem piękniejszą czapkę, nie taką.","Chciałem piękniejszą czapkę, nie chciałem taką czapkę."
"On napisał muzykę do piosenki, a ona tekst.","On napisał muzykę do piosenki, a ona napisała tekst do piosenki."
"My uczymy się języków, a nasi przyjaciele biznesu.","My uczymy się języków, a nasi przyjaciele uczą się biznesu."
"Chciałem herbatę z Chiny, nie z Indii.","Chciałem herbatę z Chiny, nie Chciałem herbaty z Indii."
"Koszula jest dla mnie trochę za duża, a spodnie za małe.","Koszula jest dla mnie trochę za duża, a spodnie są dla mnie trochę za małe."
"Ona wie więcej o swoim kraju, niż on.","Ona wie więcej o swoim kraju, niż on wie o swoim kraju."
"Tam spróbowałam pierwszy raz boczek, i też zrazy.","Tam spróbowałam pierwszy raz boczek, i też tam spróbowałam pierwszy raz zrazy."
Ojcowi.,Ojcowi kupili samchód.
"Ja przyprawię zupę papryką, a ty pieprzem.","Ja przyprawię zupę papryką, a ty przyprawisz zupę pieprzem."
"Zrobiłem jedną kanapkę wczoraj rano, i potem jeszcze jedną wieczórem.","Zrobiłem jedną kanapkę wczoraj rano, i potem jeszcze jedną kanapkę zrobiłem wieczórem."
"Jerzy mieszka w Łodzi, a Mateusz w Warszawie.","Jerzy mieszka w Łodzi, a Mateusz mieszka w Warszawie."
"Codziennie rano ojciec je płatki śniadanowe, i wieczorem też.","Codziennie rano ojciec je płatki śniadanowe, i codziennie wieczorem ojciec je płatki śniadanowe też."
