"Chciałem herbatę z Chiny, nie z Indii.","Chciałem herbatę z Chiny, nie Chciałem herbaty z Indii."
Nienawidzę Marka i ciebie też.,Nienawidzę Marka i ciebie też nienawidzę.
"Ona wie więcej o swoim kraju, niż on.","Ona wie więcej o swoim kraju, niż on wie o swoim kraju."
"Ona wstała i wyszła, ale jej mąż nie wiedział, dlaczego.","Ona wstała i wyszła, ale jej mąż nie wiedział, dlaczego ona wstała i wyszła."
"Wolę słuchać jego starych piosenek, niż nowych.","Wolę słuchać jego starych piosenek, niż słuchać jego nowych piosenek."
"My przyjechaliśmy ze swoimi kotami, a oni ze swoimi psami.","My przyjechaliśmy ze swoimi kotami, a oni przyjechali ze swoimi psami."
"W zoo lubię patrzyć na słonie, i siostra też.","W zoo lubię patrzyć na słonie, i w zoo siostra też lubi patrzyć na słonie."
"Chciałem piękniejszą czapkę, nie taką.","Chciałem piękniejszą czapkę, nie chciałem taką czapkę."
"Ojciec nie je białej cebuli, tylko czerwoną.","Ojciec nie je białej cebuli, ojciec je tylko czerwoną cebulę."
"Jako dziecko grałem w baseball, a mój przyjaciel w koszykówkę.","Jako dziecko grałem w baseball, a mój przyjaciel jako dziecko grał w koszykówkę"
"Sara chce narysować lódkę, a Piotr samolot.","Sara chce narysować lódkę, a Piotr chce narysować samolot."
"Lepiej stracić cały dzień, niż cały tydzień.","Lepiej stracić cały dzień, niż stracić cały tydzień."
"Teraz oni mówią po ukrainsku, nie po rosyjsku.","Teraz oni mówią po ukrainsku, oni nie mówią po rosyjsku."
"Ona mnie nie lubi, i ja jej.","Ona mnie nie lubi, i ja jej nie lubię."
"W poniedziałek czytaliśmy pierwszą część noweli, i we wtorek drugą.","W poniedziałek czytaliśmy pierwszą część noweli, i we wtorek czytaliśmy drugą część noweli."
"Nie chciałem, ale wczoraj poszliśmy do kina.","Nie chciałem pójść do kina, ale wczoraj poszliśmy do kina."
"Przyprawię zupę najpierw papryką, i potem pieprzem.","Przyprawię zupę najpierw papryką, i potem przyprawię zupę pieprzem."
A Nina na pianinie.,A Nina gra na pianinie.
"Nie jem tyle, ile on.","Nie jem tyle, ile on je."
"Ja lubię piwo, a ty wino.","Ja lubię piwo, a ty lubisz wino."
"Mój brat myśli, że lepiej polować z łukiem, niż z karabinem.","Mój brat myśli, że lepiej polować z łukiem, niż polować z karabinem."
"Oficerowie noszą czapki garnizonowe, a żołnierze piechoty proste furażerki.","Oficerowie noszą czapki garnizonowe, a żołnierze piechoty noszą proste furażerki."
"Moja matka chce nowego komputera, ale jeszcze nie wie, jakiej marki.","Moja matka chce nowego komputera, ale moja matka jeszcze nie wie, jakiej marki komputera ona chce."
"Ja mam sprzątnąć pokój dziś, a ty _ jutro.","Ja mam sprzątnąć pokój dziś, a ty masz sprzątnąć pokój jutro."
"Zrobiłem jedną kanapkę wczoraj rano, i potem jeszcze jedną wieczórem.","Zrobiłem jedną kanapkę wczoraj rano, i potem jeszcze jedną kanapkę zrobiłem wieczórem."
"Wolę jeść zrazy z wołowiną, a ty z wieprzowiną.","Wolę jeść zrazy z wołowiną, a ty wolisz jeść zrazy z wieprzowiną."
"Do pizzy zawsze dodaję cebulę, a moja dziewczyna paprykę.","Do pizzy zawsze dodaję cebulę, a moja dziewczyna zawsze dodaje paprykę."
"Musimy kogoś zapytać, ale nie wiemy kogo.","Musimy kogoś zapytać, ale nie wiemy kogo zapytać."
Więc jakie!?,Więc jakie chcesz!?
"Tam spróbowałem pierwszy raz boczek, i ty też.","Tam spróbowałem pierwszy raz boczek, i ty tam spróbowałeś pierwszy raz boczek też."
"Codziennie rano ojciec je płatki śniadanowe, i wieczorem też.","Codziennie rano ojciec je płatki śniadanowe, i codziennie wieczorem ojciec je płatki śniadanowe też."
"Oni mogą biegać szybciej, niż ja.","Oni mogą biegać szybciej, niż ja mogę biegać."
"Zadałem mu trzy pytania, i ty też.","Zadałem mu trzy pytania, i ty też zadałaś mu trzy pytania."
"Moi przyjaciele pojadą dotąd samolotem, a ja samochodem.","Moi przyjaciele pojadą dotąd samolotem, a ja pojadę samochodem."
"Demokraci głosują za nowym prawem, ale Republikanie przciew.","Demokraci głosują za nowym prawem, ale Republikanie głosują przciew nowemu prawu."
"On napisał muzykę do piosenki, a ona tekst.","On napisał muzykę do piosenki, a ona napisała tekst do piosenki."
"Elżbieta i Helena czytają gazetę, a Borys książkę.","Elżbieta i Helena czytają gazetę, a Borys czyta książkę."
"Na Boże Narodzenie moja siostra gotuje pierogi z ziemniakami, a ja ze śliwką.","Na Boże Narodzenie moja siostra gotuje pierogi z ziemniakami, a na Boże Narodzenie ja gotuję pierogi ze śliwką."
"Dobrzy studenci zawsze robią pracę domową, ale źli studenci nigdy nie.","Dobrzy studenci zawsze robią pracę domową, ale źli studenci nigdy nie robią pracy domowej."
Jan uśmiecha się i Paweł wie dlaczego.,Jan uśmiecha się i Paweł wie dlaczego Jan uśmiecha się.
"Oni kupili dmuchany zamek, ale nie wiadomo komu.","Oni kupili dmuchany zamek, ale nie wiadomo komu oni kupili dmuchany zamek."
"Moja matka w zoo zawsze chce patrzyć na wydry, a ojciec na pingwiny.","Moja matka w zoo zawsze chce patrzyć na wydry, a ojciec w zoo zawsze chce patrzyć na pingwiny."
Ojcowi.,Ojcowi kupili samchód.
"Ona wie więcej o swoim kraju, niż on.","Ona wie więcej o swoim kraju, niż on wie o jej kraju."
"On ma urodziny w czerwcu, a ona w październiku.","On ma urodziny w czerwcu, a ona ma urodziny w październiku."
"Zadałem mu trzy pytania, i ty też.","Zadałem mu trzy pytania, i ty też zadałeś mu trzy pytania."
"On dobrze gotuje zupę z mięsem, a ona bez mięsa.","On dobrze gotuje zupę z mięsem, a ona dobrze gotuje zupę bez mięsa."
A nie do Piotra?,A nie lubi dzwonić do Piotra?
"Ojciec zawsze narzeka, a ja nigdy nie.","Ojciec zawsze narzeka, a ja nigdy nie narzekam."
"Osoba opisuje jakieś miasto, ale to nam nie jest jasne, jakie.","Osoba opisuje jakieś miasto, ale to nam nie jest jasne, jakie miasto osoba opisuje."
"Oni przyszli do mnie nie w środę, a raczej w czwartek.","Oni przyszli do mnie nie w środę, a raczej oni przyszli do mnie w czwartek."
Nienawidzę Marka i ty też.,Nienawidzę Marka i ty też nienawidzisz Marka.
"W dzieciństwie jadłem dużo lodów, ale teraz jako dorosły mało.","W dzieciństwie jadłem dużo lodów, ale teraz jako dorosły jem mało lodów."
"Lidia przeprowadzi się do Krakowa, a jej brat do Warszawy.","Lidia przeprowadzi się do Krakowa, a jej brat przeprowadzi się do Warszawy."
"Przygotuję materiały na poniedziałek, a ty na wtorek.","Przygotuję materiały na poniedziałek, a ty przygotujesz materiały na wtorek."
Maria lubi dzwonić do Iwana a nie do Piotra.,Maria lubi dzwonić do Iwana a nie ___ do Piotra.
"Jutro przyniosę lód, a ty piwo.","Jutro przyniosę lód, a ty przynieszesz piwo."
"Moja przyjaciółka zawsze bierze prysznic wieczorem, a ja rano.","Moja przyjaciółka zawsze bierze prysznic wieczorem, a ja zawsze biorę prysznic rano."
"Ja mogę widzieć bez okularów, ale moja żona nie może.","Ja mogę widzieć bez okularów, ale moja żona nie może widzieć bez okularów."
"Moja matka chce nowy komputer, ale jeszcze nie wie, jakiej marki.","Moja matka chce nowy komputer, ale moja matka jeszcze nie wie, jakiej marki komputer ona chce."
"Maksymowi smakuje czekolada, a Ewie słodzycze.","Maksymowi smakuje czekolada, a Ewie smakują słodzycze."
"Wczoraj coś mi się śniło, ale nie pamiętam co.","Wczoraj coś mi się śniło, ale nie pamiętam co mi się sniło."
"Mówię po polsku, ale źle.","Mówię po polsku, ale źle mówię."
"Maksymowi smakuje herbata, a Ewie kawa.","Maksymowi smakuje herbata, a Ewie smakuje kawa."
"Teraz w Ukrainie walczą z wrogami, a w Ameryce między sobą.","Teraz w Ukrainie walczą z wrogami, a w Ameryce walczą między sobą."
"A więc: ty idziesz do kierowca, a ja na koniec autobusa.","A więc: ty idziesz do kierowca, a ja idę na koniec autobusa."
"Piotr wyleciał ze studiów, ale nie wiemy dokładnie dlaczego.","Piotr wyleciał ze studiów, ale nie wiemy dokładnie dlaczego on wyleciał ze studiów."
"My pojedziemy do parku samochodem, a one rowerem.","My pojedziemy do parku samochodem, a one pojadą do parku rowerem."
"On dobrze rozumie matemetykę, i biologię też.","On dobrze rozumie matemetykę, i on dobrze rozumie biologię też."
"Tam spróbowałem pierwszy raz boczek, i też zrazy.","Tam spróbowałem pierwszy raz boczek, i też tam spróbowałem pierwszy raz zrazy."
"On wątpi, że kiedyś wygra w lotto, ale mimo tego ma nadzieję.","On wątpi, że kiedyś wygra w lotto, ale mimo tego ma nadzieję że kiedyś wygra w lotto."
"Wszyscy nienawidzą naszego domu, ale lubią swój.","Wszyscy nienawidzą naszego domu, ale wszyscy lubią swój dom."
"Ja przyprawię zupę papryką, a ty pieprzem.","Ja przyprawię zupę papryką, a ty przyprawisz zupę pieprzem."
"Dziś pójdziemy do baru, ale jeszcze mi nie powiedzieli, kiedy.","Dziś pójdziemy do baru, ale jeszcze mi nie powiedzieli, kiedy pójdziemy do baru."
"Mój brat myśli, że lepiej polować łukiem, niż karabinem.","Mój brat myśli, że lepiej polować łukiem, niż polować karabinem."
"Ona umarła w 1975, a jej mąż rok później w 1976.","Ona umarła w 1975, a jej mąż umarł rok później w 1976."
"Ja planuję kupić samochód, a ty sprzedać.","Ja planuję kupić samochód, a ty planujesz sprzedać samochód."
"On ma urodziny w czerwcu, i ona też.","On ma urodziny w czerwcu, i ona też ma urodziny w czerwcu."
"Ona go zabiła, ale czym nie wiemy.","Ona go zabiła, ale czym go zabiła, nie wiemy."
"Tam spróbowałem pierwszy raz boczek, a ty zrazy.","Tam spróbowałem pierwszy raz boczek, a ty tam spróbowałeś pierwszy raz zrazy."
"W dzieciństwie jadłam dużo lodów, ale teraz jako dorosła mało.","W dzieciństwie jadłam dużo lodów, ale teraz jako dorosła jem mało lodów."
Ja kocham ją i ona mnie.,Ja kocham ją i ona kocha mnie.
"My uczymy się języków, a nasi przyjaciele biznesu.","My uczymy się języków, a nasi przyjaciele uczą się biznesu."
"Coś kupili na rynku, ale jeszcze nam nie powiedzieli co.","Coś kupili na rynku, ale jeszcze nam nie powiedzieli co kupili na rynku."
