"Nie jem tyle, ile on.","Nie jem tyle, ile on ___."
"Oni przyszli do mnie nie w środę, a raczej w czwartek.","Oni przyszli do mnie nie w środę, a raczej ___ w czwartek."
"Moja matka chce nowy komputer, ale jeszcze nie wie, jakiej marki.","Moja matka chce nowy komputer, ale ___ jeszcze nie wie, jakiej marki ___."
"Ja lubię piwo, a ty wino.","Ja lubię piwo, a ty ___ wino."
"Nie gotuję tak dobrze, jak ty.","Nie gotuję tak dobrze, jak ty ___."
"W zeszłym roku hodowaliśmy tylko ziemniaki, ale w tym roku i ziemniaki i ogórki.","W zeszłym roku hodowaliśmy tylko ziemniaki, ale w tym roku ___ i ziemniaki i ogórki."
"Dobrze rozumiem matematykę, ale nie biologię.","Dobrze rozumiem matematykę, ale nie ___ biologię."
"W poniedziałek czytaliśmy pierwszą część noweli, i we wtorek drugą.","W poniedziałek czytaliśmy pierwszą część noweli, i we wtorek ___ drugą ___."
"Tam spróbowałem pierwszy raz boczek, a ty zrazy.","Tam spróbowałem pierwszy raz boczek, a ty ___ zrazy."
"Paweł gra na szkrzypcach, Jan na wiolonczeli, i Piotr na pianinie.","Paweł gra na szkrzypcach, Jan ___ na wiolonczeli, i Piotr ___ na pianinie."
"On ma urodziny w czerwcu, i ona też.","On ma urodziny w czerwcu, i ona też ___."
"Często przychodzą do niej sąsiedzi, a czasem krewni.","Często przychodzą do niej sąsiedzi, a czasem ___ krewni."
"Musimy kogoś zapytać, ale nie wiemy kogo.","Musimy kogoś zapytać, ale nie wiemy kogo ___."
"Ojciec zawsze narzeka, a ja nigdy nie.","Ojciec zawsze narzeka, a ja nigdy nie ___."
Dlaczego?,Dlaczego ___?
"Lepiej stracić cały dzień, niż cały tydzień.","Lepiej stracić cały dzień, niż ___ cały tydzień."
"Teraz oni mówią po ukrainsku, nie po rosyjsku.","Teraz oni mówią po ukrainsku, ___ nie ___ po rosyjsku."
"Nie chciałem, ale wczoraj poszliśmy do kina.","Nie chciałem ___, ale wczoraj poszliśmy do kina."
"Co rok czytam ""Wadcę Pierścieni"", a moja dziewczyna ""Hobbita"".","Co rok czytam ""Wadcę Pierścieni"", a moja dziewczyna ___ ""Hobbita""."
"Ojciec nie je białej cebuli, tylko czerwoną.","Ojciec nie je białej cebuli, ___ tylko czerwoną ___."
"Tam spróbowałem pierwszy raz boczek, i też zrazy.","Tam spróbowałem pierwszy raz boczek, i też ___ zrazy."
Kocham ją i ona mnie.,___ Kocham ją i ona ___ mnie.
"My przyjechaliśmy ze swoimi kotami, a oni ze swoimi psami.","My przyjechaliśmy ze swoimi kotami, a oni ___ ze swoimi psami."
"Moja matka pracuje nie tylko przed południem, ale też po południu.","Moja matka pracuje nie tylko przed południem, ale też ___ po południu."
"My chcemy pojść na wycieczkę do muzeum, a wy do teatru.","My chcemy pojść na wycieczkę do muzeum, a wy ___ do teatru."
"Dziś pójdziemy do baru, ale jeszcze mi nie powiedzieli, kiedy.","Dziś pójdziemy do baru, ale jeszcze mi nie powiedzieli, kiedy ___."
"Mój brat myśli, że lepiej polować łukiem, niż karabinem.","Mój brat myśli, że lepiej polować łukiem, niż ___ karabinem."
"Oni kupili dmuchany zamek, ale nie wiadomo komu.","Oni kupili dmuchany zamek, ale nie wiadomo komu ___."
"Coś kupili na rynku, ale jeszcze nam nie powiedzieli co.","Coś kupili na rynku, ale jeszcze nam nie powiedzieli co ___."
"Chciałem herbatę z Chiny, nie z Indii.","Chciałem herbatę z Chiny, nie ___ z Indii."
"Moja przyjaciółka zawsze bierze prysznic wieczorem, a ja rano.","Moja przyjaciółka zawsze bierze prysznic wieczorem, a ja ___ rano."
"Ona wie więcej o swoim kraju, niż on.","Ona wie więcej o swoim kraju, niż on ___."
"Wszyscy nienawidzą naszego domu, ale lubią swój.","Wszyscy nienawidzą naszego domu, ale ___ lubią swój ___."
"Mnie się podoba ta piosenka, ale nie wiem, dlaczego.","Mnie się podoba ta piosenka, ale nie wiem, dlaczego ___."
"Kocięta bawią się małymi zabawkami, a psięta dużymi.","Kocięta bawią się małymi zabawkami, a psięta ___ dużymi ___."
Nienawidzę Marka i ty też.,Nienawidzę Marka i ty też ___.
"A więc: ty idziesz do kierowca, a ja na koniec autobusa.","A więc: ty idziesz do kierowca, a ja ___ na koniec autobusa."
"Marian często spotyka się z nowymy osobami, a Ewa rzadko.","Marian często spotyka się z nowymy osobami, a Ewa ___ rzadko."
"Moja matka w zoo zawsze chce patrzyć na wydry, a ojciec na pingwiny.","Moja matka w zoo zawsze chce patrzyć na wydry, a ojciec ___ na pingwiny."
"Tam spróbowałam pierwszy raz boczek, i też zrazy.","Tam spróbowałam pierwszy raz boczek, i też ___ zrazy."
"Zrobiłem jedną kanapkę wczoraj rano, i potem jeszcze jedną wieczórem.","Zrobiłem jedną kanapkę wczoraj rano, i potem jeszcze jedną ___ wieczórem."
"On mówi z obcym akcentem, ale nie wiemy dlaczego.","On mówi z obcym akcentem, ale nie wiemy dlaczego ___."
"Oni mogą biegać szybciej, niż ja.","Oni mogą biegać szybciej, niż ja ___."
"Tam spróbowałem pierwszy raz boczek, i ty też.","Tam spróbowałem pierwszy raz boczek, i ty ___ też."
"W zoo lubię patrzyć na słonie, i siostra też.","W zoo lubię patrzyć na słonie, i ___ siostra też ___."
"Przyprawię zupę najpierw papryką, i potem pieprzem.","Przyprawię zupę najpierw papryką, i potem ___ pieprzem."
"Tam spróbowałem pierwszy raz boczek, a ty zrazy.","Tam spróbowałem pierwszy raz boczek, a ty ___ zrazy."
"Chciałam piękniejszą czapkę, nie taką.","Chciałam piękniejszą czapkę, nie ___ taką ___."
"Nieznajomy dał mi prezent, ale nie wiem, dlaczego.","Nieznajomy dał mi prezent, ale nie wiem, dlaczego ___."
"My pojedziemy do parku samochodem, a one rowerem.","My pojedziemy do parku samochodem, a one ___ rowerem."
"Elżbieta i Helena czytają gazetę, a Borys książkę.","Elżbieta i Helena czytają gazetę, a Borys ___ książkę."
Więc jakie!?,Więc jakie ___!?
"Ona go zabiła, ale czym nie wiemy.","Ona go zabiła, ale czym ___ nie wiemy."
"Umiem sterować łódzią, ale nie samolotem.","Umiem sterować łódzią, ale nie ___ samolotem."
"Na Boże Narodzenie moja siostra gotuje pierogi z ziemniakami, a ja ze śliwką.","Na Boże Narodzenie moja siostra gotuje pierogi z ziemniakami, a ___ ja ___ ze śliwką."
"Mój brat myśli, że lepiej polować z łukiem, niż z karabinem.","Mój brat myśli, że lepiej polować z łukiem, niż ___ z karabinem."
"W dzieciństwie jadłem dużo lodów, ale teraz jako dorosły mało.","W dzieciństwie jadłem dużo lodów, ale teraz jako dorosły ___ mało ___."
"Ja mogę widzieć bez okularów, ale moja żona nie może.","Ja mogę widzieć bez okularów, ale moja żona nie może ___."
"Moja matka chce nowego komputera, ale jeszcze nie wie, jakiej marki.","Moja matka chce nowego komputera, ale ___ jeszcze nie wie, jakiej marki ___."
"Kasia gra na klarnecie, a Nina na pianinie.","Kasia gra na klarnecie, a Nina ___ na pianinie."
"Do pizzy zawsze dodaję cebulę, a moja dziewczyna paprykę.","Do pizzy zawsze dodaję cebulę, a moja dziewczyna ___ paprykę."
"Nie umiem tańczyć tanga, ale chciałabym.","Nie umiem tańczyć tanga, ale chciałabym ___."
"Jerzy mieszka w Łodzi, a Mateusz w Warszawie.","Jerzy mieszka w Łodzi, a Mateusz ___ w Warszawie."
"Tam spróbowałem pierwszy raz boczek, i ty też.","Tam spróbowałem pierwszy raz boczek, i ty ___ też."
"Czy nie możesz odpowiedzieć, czy poprostu nie chcesz?","Czy nie możesz odpowiedzieć, czy poprostu nie chcesz ___?"
"Zadałem mu trzy pytania, i tobie też.","Zadałem mu trzy pytania, i ___ tobie ___ też."
"Ja przyprawię zupę papryką, a ty pieprzem.","Ja przyprawię zupę papryką, a ty ___ pieprzem."
"Grzegorz gotuje makarony, a Weronika pesto.","Grzegorz gotuje makarony, a Weronika ___ pesto."
"Oni się śmieją, ale nie wiemy z kogo.","Oni się śmieją, ale nie wiemy z kogo ___."
"Przypadkowo zabrałem kubek, a siostra talerz.","Przypadkowo zabrałem kubek, a siostra ___ talerz."
"Dobrzy studenci zawsze robią pracę domową, ale źli studenci nigdy nie.","Dobrzy studenci zawsze robią pracę domową, ale źli studenci nigdy nie ___."
A Nina na pianinie.,A Nina ___ na pianinie.
"One zapytały mnie, czy chcę pojechać nad jezioro, ale nie miałem czasu.","One zapytały mnie, czy chcę pojechać nad jezioro, ale nie miałem czasu ___."
"Chcę pojechać za granicę, ale nie wiem, gdzie.","Chcę pojechać za granicę, ale nie wiem, gdzie ___."
"Ona wie więcej o swoim kraju, niż on.","Ona wie więcej o swoim kraju, niż on ___."
